POS,Player,Mat,Inns,NO,Runs,HS,Avg,BF,SR,100,50,4s,6s,Year
12.0,Robin Uthappa PWI,16.0,16.0,0.0,434.0,75,27.12,371.0,116.98,0.0,2.0,42.0,12.0,2013
13.0,Kieron Pollard MI,18.0,18.0,8.0,420.0,66*,42.0,281.0,149.46,0.0,3.0,27.0,29.0,2013
14.0,David Miller PBKS,12.0,12.0,5.0,418.0,101*,59.71,254.0,164.56,1.0,3.0,28.0,24.0,2013
15.0,Dwayne Smith MI,13.0,13.0,0.0,418.0,68,32.15,341.0,122.58,0.0,4.0,40.0,19.0,2013
16.0,David Warner DC,16.0,16.0,3.0,410.0,77,31.53,323.0,126.93,0.0,4.0,41.0,14.0,2013
17.0,Gautam Gambhir KKR,16.0,16.0,0.0,406.0,60,25.37,343.0,118.36,0.0,4.0,51.0,5.0,2013
18.0,AB de Villiers RCB,14.0,14.0,4.0,360.0,64,36.0,219.0,164.38,0.0,2.0,34.0,15.0,2013
19.0,Yusuf Pathan KKR,16.0,16.0,5.0,332.0,72,30.18,240.0,138.33,0.0,1.0,30.0,14.0,2013
20.0,Mahela Jayawardena DC,15.0,15.0,0.0,331.0,66,22.06,313.0,105.75,0.0,2.0,39.0,6.0,2013
21.0,Murali Vijay CSK,15.0,15.0,1.0,312.0,55,22.28,286.0,109.09,0.0,2.0,27.0,8.0,2013
22.0,Shikhar Dhawan SRH,10.0,10.0,2.0,311.0,73*,38.87,253.0,122.92,0.0,3.0,37.0,5.0,2013
23.0,Jacques Kallis KKR,16.0,16.0,1.0,311.0,41,20.73,322.0,96.58,0.0,0.0,35.0,3.0,2013
24.0,Eoin Morgan KKR,14.0,13.0,2.0,307.0,51,27.9,240.0,127.91,0.0,1.0,28.0,13.0,2013
25.0,Shaun Marsh PBKS,8.0,8.0,0.0,300.0,77,37.5,249.0,120.48,0.0,3.0,39.0,4.0,2013
26.0,Virender Sehwag DC,13.0,13.0,1.0,295.0,95*,24.58,233.0,126.6,0.0,1.0,41.0,6.0,2013
27.0,Adam Gilchrist PBKS,13.0,13.0,1.0,294.0,85*,24.5,229.0,128.38,0.0,1.0,41.0,6.0,2013
28.0,Parthiv Patel SRH,13.0,13.0,0.0,294.0,61,22.61,255.0,115.29,0.0,1.0,37.0,4.0,2013
29.0,Brad Hodge RR,17.0,14.0,7.0,293.0,54*,41.85,218.0,134.4,0.0,1.0,27.0,9.0,2013
30.0,Stuart Binny RR,17.0,16.0,7.0,293.0,41*,32.55,199.0,147.23,0.0,0.0,25.0,12.0,2013
31.0,Sachin Tendulkar MI,14.0,14.0,1.0,287.0,54,22.07,231.0,124.24,0.0,1.0,38.0,5.0,2013
32.0,Ambati Rayudu MI,19.0,17.0,3.0,265.0,37,18.92,231.0,114.71,0.0,0.0,22.0,4.0,2013
33.0,Mandeep Singh PBKS,16.0,14.0,1.0,260.0,77*,20.0,223.0,116.59,0.0,1.0,36.0,0.0,2013
34.0,Manvinder Bisla KKR,14.0,14.0,1.0,255.0,92,19.61,236.0,108.05,0.0,2.0,36.0,6.0,2013
35.0,Hanuma Vihari SRH,17.0,17.0,3.0,241.0,46,17.21,278.0,86.69,0.0,0.0,17.0,1.0,2013
36.0,Yuvraj Singh PWI,13.0,13.0,1.0,238.0,34,19.83,190.0,125.26,0.0,0.0,14.0,15.0,2013
37.0,David Hussey PBKS,12.0,11.0,1.0,235.0,41,23.5,209.0,112.44,0.0,0.0,20.0,6.0,2013
38.0,Thisara Perera SRH,16.0,14.0,4.0,233.0,40,23.3,163.0,142.94,0.0,0.0,12.0,14.0,2013
39.0,Cameron White SRH,13.0,13.0,1.0,209.0,52,17.41,191.0,109.42,0.0,1.0,18.0,7.0,2013
40.0,Sanju Samson RR,11.0,10.0,2.0,206.0,63,25.75,178.0,115.73,0.0,1.0,19.0,5.0,2013
41.0,Ravindra Jadeja CSK,18.0,14.0,6.0,201.0,38*,25.12,135.0,148.88,0.0,0.0,17.0,6.0,2013
42.0,Azhar Mahmood PBKS,11.0,10.0,0.0,196.0,80,19.6,154.0,127.27,0.0,2.0,22.0,5.0,2013
43.0,Ben Rohrer DC,8.0,8.0,2.0,193.0,64*,32.16,140.0,137.85,0.0,1.0,21.0,5.0,2013
44.0,Darren Sammy SRH,10.0,9.0,3.0,174.0,60,29.0,132.0,131.81,0.0,1.0,11.0,10.0,2013
45.0,Angelo Mathews PWI,11.0,10.0,3.0,172.0,40,24.57,139.0,123.74,0.0,0.0,5.0,10.0,2013
46.0,Moises Henriques RCB,10.0,9.0,5.0,165.0,44,41.25,125.0,132.0,0.0,0.0,20.0,3.0,2013
47.0,Manan Vohra PBKS,12.0,10.0,2.0,161.0,43*,20.12,117.0,137.6,0.0,0.0,22.0,2.0,2013
48.0,Steve Smith PWI,7.0,7.0,3.0,159.0,41,39.75,132.0,120.45,0.0,0.0,15.0,4.0,2013
49.0,Unmukt Chand DC,9.0,9.0,0.0,158.0,41,17.55,158.0,100.0,0.0,0.0,17.0,4.0,2013
50.0,Kedar Jadhav DC,12.0,10.0,3.0,152.0,31,21.71,124.0,122.58,0.0,0.0,8.0,5.0,2013
51.0,Manoj Tiwary KKR,10.0,9.0,1.0,146.0,33,18.25,140.0,104.28,0.0,0.0,12.0,1.0,2013
52.0,Irfan Pathan DC,15.0,13.0,5.0,142.0,24,17.75,152.0,93.42,0.0,0.0,9.0,3.0,2013
53.0,Mitchell Marsh PWI,9.0,8.0,1.0,140.0,38,20.0,106.0,132.07,0.0,0.0,6.0,10.0,2013
54.0,Manish Pandey PWI,7.0,7.0,1.0,136.0,66,22.66,137.0,99.27,0.0,1.0,11.0,3.0,2013
55.0,Manpreet Juneja DC,7.0,7.0,0.0,125.0,49,17.85,128.0,97.65,0.0,0.0,11.0,1.0,2013
56.0,Ashish Reddy SRH,12.0,10.0,4.0,125.0,36*,20.83,89.0,140.44,0.0,0.0,8.0,5.0,2013
57.0,Dishant Yagnik RR,12.0,9.0,1.0,125.0,34,15.62,96.0,130.2,0.0,0.0,17.0,2.0,2013
58.0,Subramaniam Badrinath CSK,18.0,8.0,1.0,124.0,34,17.71,121.0,102.47,0.0,0.0,11.0,0.0,2013
59.0,Aditya Tare MI,5.0,5.0,0.0,123.0,59,24.6,84.0,146.42,0.0,1.0,14.0,5.0,2013
60.0,Biplap Samantray SRH,8.0,7.0,2.0,123.0,55,24.6,111.0,110.81,0.0,1.0,13.0,2.0,2013
61.0,Dwayne Bravo CSK,18.0,12.0,4.0,121.0,23*,15.12,106.0,114.15,0.0,0.0,11.0,3.0,2013
62.0,Kumar Sangakkara SRH,9.0,9.0,0.0,120.0,28,13.33,136.0,88.23,0.0,0.0,13.0,0.0,2013
63.0,Harbhajan Singh MI,19.0,14.0,8.0,116.0,25*,19.33,79.0,146.83,0.0,0.0,12.0,5.0,2013
64.0,Rajagopal Sathish PBKS,9.0,8.0,3.0,109.0,27*,21.8,77.0,141.55,0.0,0.0,9.0,5.0,2013
65.0,Saurabh Tiwary RCB,9.0,6.0,2.0,109.0,52,27.25,106.0,102.83,0.0,1.0,4.0,4.0,2013
66.0,Gurkeerat Mann Singh PBKS,11.0,9.0,1.0,108.0,31,13.5,95.0,113.68,0.0,0.0,10.0,3.0,2013
67.0,Luke Wright PWI,6.0,6.0,1.0,106.0,44,21.2,60.0,176.66,0.0,0.0,16.0,3.0,2013
68.0,Rajat Bhatia KKR,15.0,10.0,4.0,99.0,26*,16.5,80.0,123.75,0.0,0.0,8.0,3.0,2013
69.0,Cheteshwar Pujara RCB,4.0,4.0,0.0,92.0,51,23.0,99.0,92.92,0.0,1.0,14.0,0.0,2013
70.0,Akshath Reddy SRH,7.0,7.0,0.0,91.0,27,13.0,101.0,90.09,0.0,0.0,9.0,0.0,2013
71.0,Amit Mishra SRH,17.0,8.0,2.0,89.0,30,14.83,96.0,92.7,0.0,0.0,9.0,0.0,2013
72.0,Ryan ten Doeschate KKR,4.0,4.0,1.0,85.0,42,28.33,63.0,134.92,0.0,0.0,9.0,2.0,2013
73.0,Karn Sharma SRH,13.0,7.0,3.0,85.0,39*,21.25,86.0,98.83,0.0,0.0,6.0,2.0,2013
74.0,Tillakaratne Dilshan RCB,5.0,5.0,0.0,76.0,33,15.2,93.0,81.72,0.0,0.0,12.0,0.0,2013
75.0,Debabrata Das KKR,10.0,6.0,1.0,75.0,23,15.0,74.0,101.35,0.0,0.0,5.0,5.0,2013
76.0,Wriddhiman Saha CSK,3.0,3.0,0.0,70.0,39,23.33,56.0,125.0,0.0,0.0,6.0,4.0,2013
77.0,Vinay Kumar RCB,16.0,5.0,4.0,70.0,26*,70.0,44.0,159.09,0.0,0.0,6.0,3.0,2013
78.0,Mayank Agarwal RCB,5.0,5.0,0.0,67.0,29,13.4,62.0,108.06,0.0,0.0,6.0,3.0,2013
79.0,Abhishek Nayar PWI,11.0,9.0,3.0,66.0,25*,11.0,73.0,90.41,0.0,0.0,5.0,0.0,2013
80.0,Piyush Chawla PBKS,16.0,11.0,5.0,64.0,23,10.66,57.0,112.28,0.0,0.0,5.0,3.0,2013
81.0,Ross Taylor PWI,5.0,5.0,0.0,63.0,19,12.6,76.0,82.89,0.0,0.0,2.0,1.0,2013
82.0,Luke Pomersbach PBKS,3.0,3.0,1.0,58.0,33*,29.0,59.0,98.3,0.0,0.0,5.0,1.0,2013
83.0,Morne Morkel DC,10.0,6.0,1.0,57.0,23*,11.4,29.0,196.55,0.0,0.0,6.0,3.0,2013
84.0,James Faulkner RR,16.0,9.0,4.0,57.0,19*,11.4,57.0,100.0,0.0,0.0,5.0,2.0,2013
85.0,Dale Steyn SRH,17.0,8.0,6.0,53.0,18*,26.5,36.0,147.22,0.0,0.0,5.0,2.0,2013
86.0,Ricky Ponting MI,6.0,5.0,0.0,52.0,28,10.4,75.0,69.33,0.0,0.0,3.0,1.0,2013
87.0,Tirumalasetti Suman PWI,7.0,5.0,0.0,52.0,23,10.4,58.0,89.65,0.0,0.0,8.0,0.0,2013
88.0,Bhuvneshwar Kumar PWI,16.0,9.0,2.0,52.0,24*,7.42,71.0,73.23,0.0,0.0,3.0,1.0,2013
89.0,Praveen Kumar PBKS,15.0,7.0,1.0,47.0,24,7.83,39.0,120.51,0.0,0.0,3.0,3.0,2013
90.0,Albie Morkel CSK,8.0,3.0,0.0,46.0,23,15.33,37.0,124.32,0.0,0.0,2.0,3.0,2013
91.0,Manpreet Gony PBKS,8.0,5.0,1.0,45.0,42,11.25,25.0,180.0,0.0,0.0,4.0,3.0,2013
92.0,Chidhambaram Gautam DC,3.0,3.0,1.0,44.0,30,22.0,34.0,129.41,0.0,0.0,4.0,1.0,2013
93.0,Johan Botha DC,6.0,6.0,0.0,43.0,23,7.16,52.0,82.69,0.0,0.0,5.0,1.0,2013
94.0,Arun Karthik RCB,12.0,5.0,2.0,41.0,19*,13.66,38.0,107.89,0.0,0.0,3.0,1.0,2013
95.0,Kevon Cooper RR,14.0,5.0,1.0,39.0,26,9.75,22.0,177.27,0.0,0.0,4.0,2.0,2013
96.0,Mitchell Johnson MI,17.0,6.0,2.0,39.0,11,9.75,36.0,108.33,0.0,0.0,2.0,2.0,2013
97.0,Ravi Rampaul RCB,10.0,6.0,2.0,38.0,23*,9.5,37.0,102.7,0.0,0.0,3.0,1.0,2013
98.0,Umesh Yadav DC,16.0,8.0,7.0,38.0,12*,38.0,38.0,100.0,0.0,0.0,3.0,1.0,2013
99.0,Glenn Maxwell MI,3.0,3.0,1.0,36.0,23,18.0,27.0,133.33,0.0,0.0,1.0,4.0,2013
100.0,Ravichandran Ashwin CSK,18.0,5.0,1.0,35.0,11*,8.75,49.0,71.42,0.0,0.0,4.0,0.0,2013
101.0,Kane Richardson PWI,3.0,2.0,0.0,34.0,26,17.0,36.0,94.44,0.0,0.0,2.0,1.0,2013
102.0,Owais Shah RR,2.0,2.0,0.0,25.0,24,12.5,23.0,108.69,0.0,0.0,2.0,0.0,2013
103.0,Sumit Narwal KKR,2.0,1.0,0.0,23.0,23,23.0,15.0,153.33,0.0,0.0,4.0,0.0,2013
104.0,Jeevan Mendis DC,3.0,3.0,0.0,23.0,12,7.66,27.0,85.18,0.0,0.0,0.0,0.0,2013
105.0,Roelof van der Merwe DC,3.0,2.0,0.0,22.0,14,11.0,25.0,88.0,0.0,0.0,2.0,0.0,2013
106.0,Brett Lee KKR,3.0,2.0,1.0,21.0,16*,21.0,12.0,175.0,0.0,0.0,1.0,2.0,2013
107.0,Rishi Dhawan MI,6.0,4.0,1.0,21.0,14,7.0,21.0,100.0,0.0,0.0,3.0,0.0,2013
108.0,Sunil Narine KKR,16.0,6.0,3.0,21.0,13,7.0,19.0,110.52,0.0,0.0,0.0,2.0,2013
109.0,KL Rahul RCB,5.0,2.0,0.0,20.0,12,10.0,16.0,125.0,0.0,0.0,4.0,0.0,2013
110.0,Abhinav Mukund RCB,1.0,1.0,0.0,19.0,19,19.0,21.0,90.47,0.0,0.0,1.0,0.0,2013
111.0,Bharat Chipli DC,1.0,1.0,0.0,16.0,16,16.0,18.0,88.88,0.0,0.0,1.0,1.0,2013
112.0,Dwaraka Ravi Teja SRH,2.0,2.0,1.0,14.0,10,14.0,17.0,82.35,0.0,0.0,0.0,0.0,2013
113.0,Kushal Janith Perera RR,2.0,2.0,0.0,14.0,14,7.0,13.0,107.69,0.0,0.0,3.0,0.0,2013
114.0,Shahbaz Nadeem DC,12.0,6.0,1.0,14.0,6,2.8,27.0,51.85,0.0,0.0,1.0,0.0,2013
115.0,Chris Morris CSK,16.0,6.0,4.0,14.0,7*,7.0,16.0,87.5,0.0,0.0,0.0,0.0,2013
116.0,Mithun Manhas PWI,3.0,2.0,2.0,13.0,11*,0.0,17.0,76.47,0.0,0.0,1.0,0.0,2013
117.0,Ajit Agarkar DC,4.0,2.0,1.0,12.0,9*,12.0,16.0,75.0,0.0,0.0,0.0,0.0,2013
118.0,Andre Russell DC,3.0,2.0,0.0,11.0,7,5.5,14.0,78.57,0.0,0.0,0.0,0.0,2013
119.0,Rahul Sharma PWI,11.0,6.0,2.0,11.0,10*,2.75,17.0,64.7,0.0,0.0,1.0,0.0,2013
120.0,Thalaivan Sargunam SRH,1.0,1.0,0.0,10.0,10,10.0,17.0,58.82,0.0,0.0,0.0,0.0,2013
121.0,Syed Mohammad RCB,4.0,2.0,0.0,10.0,9,5.0,13.0,76.92,0.0,0.0,1.0,0.0,2013
122.0,Sachithra Senanayake KKR,8.0,4.0,3.0,10.0,7*,10.0,17.0,58.82,0.0,0.0,0.0,0.0,2013
123.0,Nathan Coulter-Nile MI,1.0,1.0,0.0,9.0,9,9.0,6.0,150.0,0.0,0.0,0.0,1.0,2013
124.0,Karun Nair RCB,2.0,2.0,0.0,9.0,9,4.5,12.0,75.0,0.0,0.0,0.0,0.0,2013
125.0,Naman Ojha DC,2.0,2.0,1.0,9.0,9,9.0,10.0,90.0,0.0,0.0,1.0,0.0,2013
126.0,Ashok Dinda PWI,13.0,5.0,3.0,9.0,6*,4.5,11.0,81.81,0.0,0.0,1.0,0.0,2013
127.0,Lakshmipathy Balaji KKR,13.0,3.0,2.0,9.0,9*,9.0,10.0,90.0,0.0,0.0,1.0,0.0,2013
128.0,Lasith Malinga MI,17.0,6.0,2.0,9.0,7,2.25,18.0,50.0,0.0,0.0,1.0,0.0,2013
129.0,Marlon Samuels PWI,2.0,2.0,0.0,8.0,5,4.0,18.0,44.44,0.0,0.0,1.0,0.0,2013
130.0,Iqbal Abdulla KKR,5.0,2.0,2.0,8.0,6*,0.0,14.0,57.14,0.0,0.0,0.0,0.0,2013
131.0,Udit Birla PWI,2.0,1.0,0.0,7.0,7,7.0,14.0,50.0,0.0,0.0,1.0,0.0,2013
132.0,Siddarth Kaul DC,6.0,2.0,2.0,7.0,7*,0.0,9.0,77.77,0.0,0.0,0.0,0.0,2013
133.0,Brendon McCullum KKR,1.0,1.0,0.0,6.0,6,6.0,7.0,85.71,0.0,0.0,1.0,0.0,2013
134.0,Paul Valthaty PBKS,1.0,1.0,0.0,6.0,6,6.0,17.0,35.29,0.0,0.0,0.0,0.0,2013
135.0,Dan Christian RCB,2.0,2.0,0.0,6.0,4,3.0,15.0,40.0,0.0,0.0,0.0,0.0,2013
136.0,Quinton de Kock SRH,3.0,3.0,0.0,6.0,4,2.0,15.0,40.0,0.0,0.0,1.0,0.0,2013
137.0,Dimitri Mascarenhas PBKS,1.0,1.0,1.0,5.0,5*,0.0,5.0,100.0,0.0,0.0,0.0,0.0,2013
138.0,Paras Dogra KKR,1.0,1.0,0.0,5.0,5,5.0,8.0,62.5,0.0,0.0,0.0,0.0,2013
139.0,Mahesh Rawat PWI,2.0,2.0,1.0,5.0,5,5.0,11.0,45.45,0.0,0.0,0.0,0.0,2013
140.0,Parveez Rasool PWI,2.0,2.0,1.0,5.0,4*,5.0,9.0,55.55,0.0,0.0,0.0,0.0,2013
141.0,Ali Murtaza PWI,3.0,1.0,0.0,5.0,5,5.0,4.0,125.0,0.0,0.0,1.0,0.0,2013
142.0,Mohammad Shami KKR,3.0,1.0,0.0,5.0,5,5.0,10.0,50.0,0.0,0.0,0.0,0.0,2013
143.0,Wayne Parnell PWI,4.0,1.0,0.0,5.0,5,5.0,7.0,71.42,0.0,0.0,0.0,0.0,2013
144.0,Ben Laughlin CSK,2.0,2.0,1.0,4.0,4*,4.0,9.0,44.44,0.0,0.0,0.0,0.0,2013
145.0,Pradeep Sangwan KKR,2.0,1.0,1.0,4.0,4*,0.0,2.0,200.0,0.0,0.0,1.0,0.0,2013
146.0,Raiphi Gomez PWI,2.0,1.0,1.0,4.0,4*,0.0,1.0,400.0,0.0,0.0,1.0,0.0,2013
147.0,Ajit Chandila RR,8.0,1.0,1.0,4.0,4*,0.0,6.0,66.66,0.0,0.0,0.0,0.0,2013
148.0,Ryan McLaren KKR,2.0,2.0,0.0,3.0,2,1.5,6.0,50.0,0.0,0.0,0.0,0.0,2013
149.0,Harmeet Singh Bansal PBKS,3.0,1.0,0.0,3.0,3,3.0,4.0,75.0,0.0,0.0,0.0,0.0,2013
150.0,Pravin Tambe RR,3.0,1.0,1.0,3.0,3*,0.0,6.0,50.0,0.0,0.0,0.0,0.0,2013
151.0,Laxmi Ratan Shukla KKR,4.0,2.0,0.0,3.0,2,1.5,12.0,25.0,0.0,0.0,0.0,0.0,2013
152.0,Sachin Baby RR,4.0,1.0,0.0,3.0,3,3.0,7.0,42.85,0.0,0.0,0.0,0.0,2013
153.0,Siddharth Trivedi RR,17.0,2.0,1.0,3.0,3,3.0,7.0,42.85,0.0,0.0,0.0,0.0,2013
154.0,Abhimanyu Mithun RCB,1.0,1.0,0.0,2.0,2,2.0,2.0,100.0,0.0,0.0,0.0,0.0,2013
155.0,Ajantha Mendis PWI,3.0,1.0,0.0,2.0,2,2.0,4.0,50.0,0.0,0.0,0.0,0.0,2013
156.0,Ryan Harris PBKS,3.0,2.0,1.0,2.0,2*,2.0,5.0,40.0,0.0,0.0,0.0,0.0,2013
157.0,Murali Kartik RCB,11.0,2.0,1.0,2.0,2*,2.0,3.0,66.66,0.0,0.0,0.0,0.0,2013
158.0,Pragyan Ojha MI,16.0,3.0,2.0,2.0,1*,2.0,4.0,50.0,0.0,0.0,0.0,0.0,2013
1.0,Chris Gayle RCB,15.0,14.0,2.0,733.0,128*,61.08,456.0,160.74,1.0,7.0,46.0,59.0,2012
2.0,Gautam Gambhir KKR,17.0,17.0,2.0,590.0,93,39.33,411.0,143.55,0.0,6.0,64.0,17.0,2012
3.0,Shikhar Dhawan DEC,15.0,15.0,1.0,569.0,84,40.64,439.0,129.61,0.0,5.0,58.0,18.0,2012
4.0,Ajinkya Rahane RR,16.0,16.0,2.0,560.0,103*,40.0,433.0,129.33,1.0,3.0,73.0,10.0,2012
5.0,Virender Sehwag DC,16.0,16.0,1.0,495.0,87*,33.0,307.0,161.23,0.0,5.0,57.0,19.0,2012
6.0,Cameron White DEC,13.0,13.0,2.0,479.0,78,43.54,320.0,149.68,0.0,5.0,41.0,20.0,2012
7.0,Rahul Dravid RR,16.0,16.0,0.0,462.0,58,28.87,412.0,112.13,0.0,2.0,63.0,4.0,2012
8.0,Suresh Raina CSK,19.0,18.0,1.0,441.0,73,25.94,325.0,135.69,0.0,1.0,36.0,19.0,2012
9.0,Rohit Sharma MI,17.0,16.0,2.0,433.0,109*,30.92,342.0,126.6,1.0,3.0,39.0,18.0,2012
10.0,Mandeep Singh PBKS,16.0,16.0,0.0,432.0,75,27.0,342.0,126.31,0.0,2.0,53.0,7.0,2012
11.0,Jacques Kallis KKR,17.0,17.0,1.0,409.0,79,25.56,384.0,106.51,0.0,2.0,34.0,10.0,2012
12.0,Robin Uthappa PWI,16.0,16.0,1.0,405.0,69,27.0,343.0,118.07,0.0,2.0,38.0,10.0,2012
13.0,Faf du Plessis CSK,13.0,12.0,0.0,398.0,73,33.16,304.0,130.92,0.0,3.0,29.0,17.0,2012
14.0,David Hussey PBKS,16.0,15.0,3.0,396.0,68*,33.0,305.0,129.83,0.0,2.0,28.0,17.0,2012
15.0,Dwayne Bravo CSK,19.0,16.0,8.0,371.0,48,46.37,264.0,140.53,0.0,0.0,20.0,20.0,2012
16.0,Virat Kohli RCB,16.0,15.0,2.0,364.0,73*,28.0,326.0,111.65,0.0,2.0,33.0,9.0,2012
17.0,Steve Smith PWI,15.0,14.0,5.0,362.0,47*,40.22,267.0,135.58,0.0,0.0,24.0,14.0,2012
18.0,MS Dhoni CSK,19.0,17.0,5.0,358.0,51*,29.83,278.0,128.77,0.0,1.0,26.0,9.0,2012
19.0,Owais Shah RR,13.0,13.0,4.0,340.0,76,37.77,256.0,132.81,0.0,3.0,24.0,16.0,2012
20.0,Shaun Marsh PBKS,13.0,13.0,2.0,336.0,68*,30.54,280.0,120.0,0.0,2.0,39.0,7.0,2012
21.0,Murali Vijay CSK,14.0,14.0,1.0,336.0,113,25.84,267.0,125.84,1.0,0.0,39.0,10.0,2012
22.0,Mahela Jayawardena DC,16.0,15.0,3.0,335.0,56*,27.91,298.0,112.41,0.0,3.0,39.0,3.0,2012
23.0,Ambati Rayudu MI,17.0,15.0,6.0,333.0,81*,37.0,252.0,132.14,0.0,2.0,21.0,14.0,2012
24.0,Sachin Tendulkar MI,13.0,13.0,2.0,324.0,74,29.45,283.0,114.48,0.0,2.0,39.0,4.0,2012
25.0,AB de Villiers RCB,16.0,13.0,5.0,319.0,64*,39.87,198.0,161.11,0.0,3.0,26.0,15.0,2012
26.0,Kevin Pietersen DC,8.0,8.0,3.0,305.0,103*,61.0,207.0,147.34,1.0,1.0,22.0,20.0,2012
27.0,Brendon McCullum KKR,12.0,12.0,0.0,289.0,56,24.08,283.0,102.12,0.0,1.0,37.0,3.0,2012
28.0,Tillakaratne Dilshan RCB,10.0,9.0,1.0,285.0,76*,35.62,261.0,109.19,0.0,3.0,33.0,5.0,2012
29.0,Sourav Ganguly PWI,15.0,15.0,0.0,268.0,45,17.86,271.0,98.89,0.0,0.0,30.0,4.0,2012
30.0,Michael Hussey CSK,8.0,8.0,0.0,261.0,56,32.62,236.0,110.59,0.0,2.0,28.0,8.0,2012
31.0,Manoj Tiwary KKR,16.0,15.0,5.0,260.0,59,26.0,246.0,105.69,0.0,1.0,21.0,3.0,2012
32.0,David Warner DC,8.0,8.0,1.0,256.0,109*,36.57,156.0,164.1,1.0,1.0,28.0,14.0,2012
33.0,Jesse Ryder PWI,11.0,11.0,1.0,256.0,86,25.6,212.0,120.75,0.0,2.0,23.0,8.0,2012
34.0,Shane Watson RR,7.0,7.0,1.0,255.0,90*,42.5,168.0,151.78,0.0,2.0,26.0,14.0,2012
35.0,Naman Ojha DC,18.0,16.0,5.0,255.0,64*,23.18,224.0,113.83,0.0,1.0,21.0,13.0,2012
36.0,Brad Hodge RR,12.0,12.0,4.0,245.0,48*,30.62,175.0,140.0,0.0,0.0,18.0,9.0,2012
37.0,JP Duminy DEC,9.0,9.0,6.0,244.0,74,81.33,190.0,128.42,0.0,2.0,13.0,11.0,2012
38.0,Dinesh Karthik MI,17.0,14.0,1.0,238.0,44,18.3,213.0,111.73,0.0,0.0,30.0,2.0,2012
39.0,Mayank Agarwal RCB,16.0,12.0,1.0,225.0,64*,20.45,158.0,142.4,0.0,1.0,19.0,15.0,2012
40.0,James Franklin MI,12.0,11.0,2.0,220.0,79,24.44,223.0,98.65,0.0,1.0,15.0,6.0,2012
41.0,Kieron Pollard MI,14.0,11.0,2.0,220.0,64,24.44,159.0,138.36,0.0,2.0,15.0,14.0,2012
42.0,Ashok Menaria RR,15.0,12.0,1.0,220.0,40,20.0,202.0,108.91,0.0,0.0,14.0,8.0,2012
43.0,Manvinder Bisla KKR,7.0,7.0,0.0,213.0,89,30.42,160.0,133.12,0.0,1.0,16.0,10.0,2012
44.0,Kumar Sangakkara DEC,12.0,12.0,1.0,200.0,82,18.18,184.0,108.69,0.0,1.0,21.0,4.0,2012
45.0,Ross Taylor DC,12.0,12.0,2.0,197.0,55,19.7,171.0,115.2,0.0,1.0,12.0,7.0,2012
46.0,Subramaniam Badrinath CSK,15.0,9.0,2.0,196.0,57,28.0,181.0,108.28,0.0,1.0,23.0,2.0,2012
47.0,Parthiv Patel DEC,14.0,13.0,2.0,194.0,45,17.63,165.0,117.57,0.0,0.0,19.0,4.0,2012
48.0,Yusuf Pathan KKR,17.0,16.0,6.0,194.0,40*,19.4,169.0,114.79,0.0,0.0,10.0,7.0,2012
49.0,Saurabh Tiwary RCB,15.0,11.0,3.0,191.0,36*,23.87,170.0,112.35,0.0,0.0,9.0,8.0,2012
50.0,Ravindra Jadeja CSK,19.0,14.0,2.0,191.0,48,15.91,151.0,126.49,0.0,0.0,13.0,9.0,2012
51.0,Azhar Mahmood PBKS,11.0,10.0,2.0,186.0,36,23.25,142.0,130.98,0.0,0.0,16.0,8.0,2012
52.0,Irfan Pathan DC,17.0,12.0,5.0,176.0,42*,25.14,126.0,139.68,0.0,0.0,14.0,6.0,2012
53.0,Adam Gilchrist PBKS,7.0,7.0,2.0,172.0,64*,34.4,143.0,120.27,0.0,1.0,21.0,4.0,2012
54.0,Dwayne Smith MI,7.0,6.0,2.0,157.0,87*,39.25,98.0,160.2,0.0,1.0,18.0,7.0,2012
55.0,Yogesh Nagar DC,13.0,8.0,3.0,152.0,43*,30.4,133.0,114.28,0.0,0.0,13.0,3.0,2012
56.0,Dan Christian DEC,7.0,7.0,2.0,145.0,39,29.0,118.0,122.88,0.0,0.0,8.0,6.0,2012
57.0,Manish Pandey PWI,10.0,9.0,2.0,143.0,80*,20.42,112.0,127.67,0.0,1.0,12.0,6.0,2012
58.0,Nitin Saini PBKS,10.0,10.0,0.0,140.0,50,14.0,141.0,99.29,0.0,1.0,16.0,0.0,2012
59.0,Venugopal Rao DC,10.0,7.0,1.0,132.0,36,22.0,126.0,104.76,0.0,0.0,8.0,5.0,2012
60.0,Angelo Mathews PWI,9.0,8.0,1.0,127.0,35,18.14,108.0,117.59,0.0,0.0,5.0,4.0,2012
61.0,Debabrata Das KKR,15.0,10.0,7.0,126.0,35*,42.0,93.0,135.48,0.0,0.0,9.0,6.0,2012
62.0,Marlon Samuels PWI,8.0,8.0,1.0,124.0,46,17.71,123.0,100.81,0.0,0.0,7.0,5.0,2012
63.0,Mithun Manhas PWI,10.0,7.0,3.0,120.0,42*,30.0,96.0,125.0,0.0,0.0,10.0,4.0,2012
64.0,Daniel Harris DEC,4.0,4.0,0.0,111.0,47,27.75,101.0,109.9,0.0,0.0,11.0,5.0,2012
65.0,Harbhajan Singh MI,17.0,11.0,2.0,108.0,33,12.0,80.0,135.0,0.0,0.0,14.0,3.0,2012
66.0,Albie Morkel CSK,16.0,12.0,5.0,107.0,28,15.28,68.0,157.35,0.0,0.0,5.0,6.0,2012
